sweep_setting,reference,method,metric,n,interval_available,mean_method_minus_reference,ci_low,ci_high,method_win_rate,reference_win_rate,tie_rate
window=2.0,adaptive_ridge,exp3,rmse,30,true,0.29254431178787244,0.26793844490308627,0.3171501786726586,0.0,1.0,0.0
window=2.0,adaptive_ridge,fixed_share,rmse,30,true,0.03128885171504993,0.0211784321113967,0.041399271318703156,0.03333333333333333,0.9666666666666667,0.0
window=2.0,adaptive_ridge,passive_aggressive,rmse,30,true,-0.006105632367546787,-0.00866587581711844,-0.003545388917975134,0.7666666666666667,0.23333333333333334,0.0
window=2.0,adaptive_ridge,ensemble_mean,rmse,30,true,0.07866372983128277,0.05481251587873191,0.10251494378383362,0.0,1.0,0.0
window=2.0,adaptive_ridge,oracle_best_member,rmse,30,true,0.16051586200363654,0.1354476608288609,0.1855840631784122,0.0,1.0,0.0
window=2.0,adaptive_ridge,validation_best_member,rmse,30,true,0.18724988384247349,0.15101661901278499,0.22348314867216199,0.0,1.0,0.0
window=3.0,adaptive_ridge,static_ridge,rmse,30,true,0.0008489938605581851,-0.0021829375807751474,0.0038809253018915178,0.6333333333333333,0.36666666666666664,0.0
window=3.0,adaptive_ridge,rls,rmse,30,true,-0.010842287328973835,-0.012625703532782305,-0.009058871125165366,1.0,0.0,0.0
window=3.0,adaptive_ridge,hedge,rmse,30,true,0.04830263020901847,0.03244112660795828,0.06416413381007866,0.0,1.0,0.0
window=3.0,adaptive_ridge,exp3,rmse,30,true,0.2904630340508426,0.26603460213713304,0.3148914659645522,0.0,1.0,0.0
window=3.0,adaptive_ridge,fixed_share,rmse,30,true,0.029207573978020023,0.01927845240969117,0.039136695546348875,0.03333333333333333,0.9666666666666667,0.0
window=3.0,adaptive_ridge,passive_aggressive,rmse,30,true,-0.008186910104576691,-0.010864043088256743,-0.00550977712089664,0.9,0.1,0.0
window=3.0,adaptive_ridge,ensemble_mean,rmse,30,true,0.07658245209425286,0.05296313741677518,0.10020176677173055,0.0,1.0,0.0
window=3.0,adaptive_ridge,oracle_best_member,rmse,30,true,0.15843458426660664,0.13349710646537383,0.18337206206783946,0.0,1.0,0.0
window=3.0,adaptive_ridge,validation_best_member,rmse,30,true,0.18516860610544358,0.14913988532401667,0.2211973268868705,0.0,1.0,0.0
window=4.0,adaptive_ridge,static_ridge,rmse,30,true,-0.0015105386104988757,-0.004637595731817209,0.0016165185108194576,0.8,0.2,0.0
window=4.0,adaptive_ridge,rls,rmse,30,true,-0.013201819800030897,-0.014995020563352586,-0.011408619036709209,1.0,0.0,0.0
window=4.0,adaptive_ridge,hedge,rmse,30,true,0.04594309773796139,0.02995131720615674,0.06193487826976604,0.06666666666666667,0.9333333333333333,0.0
window=4.0,adaptive_ridge,exp3,rmse,30,true,0.2881035015797855,0.26358454998700925,0.3126224531725617,0.0,1.0,0.0
window=4.0,adaptive_ridge,fixed_share,rmse,30,true,0.026848041506962957,0.01677865162268338,0.03691743139124254,0.06666666666666667,0.9333333333333333,0.0
window=4.0,adaptive_ridge,passive_aggressive,rmse,30,true,-0.010546442575633752,-0.013182910481735085,-0.00790997466953242,0.9666666666666667,0.03333333333333333,0.0
window=4.0,adaptive_ridge,ensemble_mean,rmse,30,true,0.0742229196231958,0.05051655994192633,0.09792927930446527,0.0,1.0,0.0
