condition_number,fit_seconds,iterations,lambda,linear_solver,n_parameters,objective_variant,preparation_seconds,residual_norm,solve_seconds,tau,validation_cvar_05,validation_mae,validation_rmse,method,fit_and_validation_seconds,forgetting,ridge,eta,window,gamma,seed,share,C,epsilon,sweep,setting
,,,,,,,,,,,0.34065985876903704,0.13267803122613211,0.1586269094041914,passive_aggressive,0.0001313,,,,,,21,,1.0e12,1.0,discrete_probability,1.0
187095.13849711217,0.0943171,0,0.0001,cholesky,510,quadratic_stacked_beta,0.0465762,2.6239812430322964e-15,0.0477409,5,0.2089414420215379,0.07170826006759602,0.089494157022196,adaptive_ridge,,,,,,,22,,,,discrete_probability,1.0
177415.22039124393,0.0964379,0,0.001,cholesky,510,quadratic_stacked_beta,0.0465762,2.5157768554604307e-15,0.0498617,5,0.20843308225675158,0.07144952165288056,0.08918474416638246,adaptive_ridge,,,,,,,22,,,,discrete_probability,1.0
118151.93178509422,0.09699189999999999,0,0.01,cholesky,510,quadratic_stacked_beta,0.0465762,2.658080861648472e-15,0.0504157,5,0.20626231480921361,0.07040468083945907,0.08810498184358434,adaptive_ridge,,,,,,,22,,,,discrete_probability,1.0
28641.36219173239,0.0960608,0,0.1,cholesky,510,quadratic_stacked_beta,0.0465762,2.7480032665770673e-15,0.0494846,5,0.23409577097015322,0.07924153831993196,0.0992291229446104,adaptive_ridge,,,,,,,22,,,,discrete_probability,1.0
3937.758484799967,0.0957851,0,1.0,cholesky,510,quadratic_stacked_beta,0.0465762,2.5702819020594043e-15,0.0492089,5,0.37209553951341545,0.14428061795000083,0.17386693470706044,adaptive_ridge,,,,,,,22,,,,discrete_probability,1.0
,0.0001269,,0.0001,,,,,,,,0.1832386619668387,0.06222163838970348,0.07842975479110476,static_ridge,,,,,,,22,,,,discrete_probability,1.0
,0.0001014,,0.001,,,,,,,,0.18344555945244292,0.062263872722095326,0.07848458291378715,static_ridge,,,,,,,22,,,,discrete_probability,1.0
,9.62e-5,,0.01,,,,,,,,0.18600147340091094,0.06291482228911562,0.07938069671571198,static_ridge,,,,,,,22,,,,discrete_probability,1.0
,0.0001079,,0.1,,,,,,,,0.22230022049314827,0.07441978313665065,0.09343049503856886,static_ridge,,,,,,,22,,,,discrete_probability,1.0
,9.81e-5,,1.0,,,,,,,,0.3648533321935675,0.14263375096037115,0.17105138235567782,static_ridge,,,,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.22222372628995402,0.07470167232719109,0.09486441408860032,rls,0.0028027,0.9,1.0e-6,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.222223726289954,0.07470167232719109,0.0948644140886003,rls,0.0027031,0.9,0.0001,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.22222372628995393,0.07470167232719109,0.09486441408860027,rls,0.0028629,0.9,0.01,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.222223726289954,0.07470167232719108,0.0948644140886003,rls,0.002669,0.9,0.1,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.19701411016326584,0.0680254797128827,0.08574570223911547,rls,0.0027253,0.95,1.0e-6,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.19701411016326592,0.0680254797128827,0.08574570223911547,rls,0.0026752,0.95,0.0001,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.19701411016326595,0.0680254797128827,0.08574570223911548,rls,0.0060843,0.95,0.01,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.1970141101632659,0.0680254797128827,0.08574570223911548,rls,0.00828,0.95,0.1,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.18480729465879356,0.06476207794165406,0.08090897357436168,rls,0.0074906,0.98,1.0e-6,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.1848072946587935,0.06476207794165403,0.08090897357436168,rls,0.007884,0.98,0.0001,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.1848072946587935,0.06476207794165405,0.08090897357436168,rls,0.0081276,0.98,0.01,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.18480729465879353,0.06476207794165405,0.08090897357436168,rls,0.0090151,0.98,0.1,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.18338900930611315,0.06342132684932257,0.0794101630177993,rls,0.00978,0.99,1.0e-6,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.18338900930611315,0.06342132684932258,0.0794101630177993,rls,0.0097255,0.99,0.0001,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.1833890093061138,0.06342132684932261,0.07941016301779888,rls,0.0085917,0.99,0.01,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.18338900930611934,0.06342132684932314,0.0794101630177953,rls,0.0079044,0.99,0.1,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.18214818331879523,0.06264406407828745,0.07863061083623477,rls,0.0085377,0.995,1.0e-6,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.18214818331964744,0.06264406407828962,0.07863061083619813,rls,0.0088809,0.995,0.0001,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.18214818340486488,0.06264406407850705,0.07863061083253496,rls,0.0084904,0.995,0.01,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.18214818417956904,0.06264406408048355,0.07863061079923377,rls,0.0081857,0.995,0.1,,,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.3737041690513855,0.14164734864682496,0.1729255927586065,hedge,0.0008676,,,0.01,0,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.37368771205155327,0.14163674276843516,0.17291299664773543,hedge,0.0009627,,,0.01,24,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.37366086677702426,0.1416289538855953,0.17290431663495426,hedge,0.0009855,,,0.01,72,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.37367073343636376,0.1416294022247295,0.17290622837995454,hedge,0.0009679,,,0.01,168,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.3736615534697894,0.14163205901905254,0.17290830928021247,hedge,0.0009911,,,0.01,336,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.36960285358929484,0.13940537504386108,0.17044076643973832,hedge,0.0008051,,,0.05,0,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.36952309285929813,0.13935791945357362,0.17038405926668962,hedge,0.0009657,,,0.05,24,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.369392016532165,0.13931806987977913,0.17033916038438984,hedge,0.000948,,,0.05,72,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.36943978350697165,0.13932033728093476,0.17034824374083654,hedge,0.0009521,,,0.05,168,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.36939487382786285,0.13933170403644962,0.17035778666740317,hedge,0.0009567,,,0.05,336,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.3645820380077484,0.1367173080817559,0.16743615012110552,hedge,0.0008125,,,0.1,0,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.3644286596924681,0.1366321981637444,0.16733757338969163,hedge,0.0009539,,,0.1,24,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.3641742490717237,0.13654492549829078,0.16724443898510732,hedge,0.0009747,,,0.1,72,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.3642659402501279,0.1365614704264078,0.16726148462213453,hedge,0.0009764,,,0.1,168,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.36417855937498805,0.13658498554953194,0.16727851716779477,hedge,0.0009747,,,0.1,336,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.3505445467244313,0.129342395650207,0.1590738198864577,hedge,0.0007804,,,0.25,0,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.35014420591049933,0.12923569277458505,0.15892510455015213,hedge,0.0009476,,,0.25,24,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.34961079826694047,0.12901435893909793,0.1586736388912187,hedge,0.0009735,,,0.25,72,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.34986421529571765,0.1290512417376749,0.15870890912470353,hedge,0.001149,,,0.25,168,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.3496646108960208,0.1290922389797415,0.1587377292694892,hedge,0.0011681,,,0.25,336,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.33006774694830626,0.11914646269327216,0.14714805663772546,hedge,0.0008683,,,0.5,0,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.3296468378420823,0.11914765952753355,0.14709437488098856,hedge,0.0010823,,,0.5,24,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.3287341402893209,0.11869762568259162,0.1465657574381055,hedge,0.0010764,,,0.5,72,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.3290906883725666,0.1187242289736377,0.14661805298987254,hedge,0.0010907,,,0.5,168,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.3287635053241412,0.11876384013448697,0.14664005062852356,hedge,0.0024485,,,0.5,336,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.29898277070955254,0.10482125296231937,0.12960310200694766,hedge,0.0022463,,,1.0,0,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.29865076025571485,0.10527643713283501,0.13000106361032285,hedge,0.0024059,,,1.0,24,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.2976969880654933,0.10447949782756613,0.12901899080502693,hedge,0.0023658,,,1.0,72,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.2978281525644546,0.10450632806171137,0.12908340596891188,hedge,0.0025453,,,1.0,168,,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.2973419546917501,0.10446348818546013,0.1290472773070134,hedge,0.002375,,,1.0,336,,22,,,,discrete_probability,1.0
,,,,,,,,,,,1.189868759013232,0.32755716341879204,0.43526502089787117,exp3,0.0018638,,,,,0.01,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.8754601606032602,0.2534453810744101,0.3320438797580969,exp3,0.0017666,,,,,0.05,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.8235430302133055,0.22820301077672797,0.3042574376238957,exp3,0.001784,,,,,0.1,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.9043694148056322,0.21383432625688087,0.30340307768666147,exp3,0.0019834,,,,,0.2,22,,,,discrete_probability,1.0
,,,,,,,,,,,1.0810214770017825,0.23672016821611414,0.3473413062481644,exp3,0.0017585,,,,,0.4,22,,,,discrete_probability,1.0
,,,,,,,,,,,0.2960081469427385,0.10473217233520449,0.1291705645912652,fixed_share,0.0021759,,,0.01,,,22,0.005,,,discrete_probability,1.0
,,,,,,,,,,,0.32739133302893897,0.11856245785915184,0.14628229988179095,fixed_share,0.0021126,,,0.01,,,22,0.01,,,discrete_probability,1.0
,,,,,,,,,,,0.34867257525582673,0.1287726586675675,0.15827899540559007,fixed_share,0.0020652,,,0.01,,,22,0.02,,,discrete_probability,1.0
,,,,,,,,,,,0.3639232421086133,0.13649016768131272,0.1671425208458825,fixed_share,0.0020324,,,0.01,,,22,0.05,,,discrete_probability,1.0
,,,,,,,,,,,0.369505736940743,0.13941695741710525,0.17044127238560103,fixed_share,0.0020061,,,0.01,,,22,0.1,,,discrete_probability,1.0
,,,,,,,,,,,0.20917935691015954,0.0698293329283422,0.08822146497593217,fixed_share,0.0020223,,,0.05,,,22,0.005,,,discrete_probability,1.0
,,,,,,,,,,,0.24101283025467357,0.08264432756790022,0.10241081929207022,fixed_share,0.0020243,,,0.05,,,22,0.01,,,discrete_probability,1.0
,,,,,,,,,,,0.2843794098627167,0.0999722621053699,0.12333397143837607,fixed_share,0.0019123,,,0.05,,,22,0.02,,,discrete_probability,1.0
,,,,,,,,,,,0.3291034965982581,0.11947496318781131,0.1473434506006059,fixed_share,0.0019178,,,0.05,,,22,0.05,,,discrete_probability,1.0
,,,,,,,,,,,0.35078084310333624,0.12989164802197692,0.1595625778005161,fixed_share,0.0019645,,,0.05,,,22,0.1,,,discrete_probability,1.0
,,,,,,,,,,,0.2521428852156183,0.08348930475458595,0.10465785468677063,fixed_share,0.0019335,,,0.1,,,22,0.005,,,discrete_probability,1.0
,,,,,,,,,,,0.20861706835853233,0.06982337764997151,0.08823341397512766,fixed_share,0.0019915,,,0.1,,,22,0.01,,,discrete_probability,1.0
,,,,,,,,,,,0.24149533504111034,0.08309292604237593,0.10295190997209466,fixed_share,0.0019408,,,0.1,,,22,0.02,,,discrete_probability,1.0
,,,,,,,,,,,0.29898208444253715,0.10613291122309206,0.13096495479789147,fixed_share,0.0019279,,,0.1,,,22,0.05,,,discrete_probability,1.0
,,,,,,,,,,,0.3314661919047724,0.12073564610334746,0.14877501811088362,fixed_share,0.0019084,,,0.1,,,22,0.1,,,discrete_probability,1.0
,,,,,,,,,,,0.3303332235445525,0.11451901429324696,0.14219735701903854,fixed_share,0.0019845,,,0.25,,,22,0.005,,,discrete_probability,1.0
,,,,,,,,,,,0.27141684805613153,0.09096139929325048,0.11378800202305146,fixed_share,0.0021023,,,0.25,,,22,0.01,,,discrete_probability,1.0
,,,,,,,,,,,0.21235872378146495,0.07062266796230852,0.08912683406551743,fixed_share,0.0019598,,,0.25,,,22,0.02,,,discrete_probability,1.0
,,,,,,,,,,,0.24527397142636623,0.08482897138781517,0.10501620273087858,fixed_share,0.0019105,,,0.25,,,22,0.05,,,discrete_probability,1.0
,,,,,,,,,,,0.29255377745429784,0.10335499691485212,0.1275240056224067,fixed_share,0.0019862,,,0.25,,,22,0.1,,,discrete_probability,1.0
,,,,,,,,,,,0.3647876222462854,0.12846980852855375,0.1588996531850147,fixed_share,0.1835627,,,0.5,,,22,0.005,,,discrete_probability,1.0
,,,,,,,,,,,0.32727265309117953,0.11328105606006648,0.1407463685521995,fixed_share,0.001061,,,0.5,,,22,0.01,,,discrete_probability,1.0
,,,,,,,,,,,0.2664519873706532,0.08951250618781678,0.1119374738671489,fixed_share,0.0010294,,,0.5,,,22,0.02,,,discrete_probability,1.0
,,,,,,,,,,,0.21087272034800933,0.07141028708137431,0.09002446948313347,fixed_share,0.0010447,,,0.5,,,22,0.05,,,discrete_probability,1.0
,,,,,,,,,,,0.253928408377449,0.08794032812865303,0.10882896080226179,fixed_share,0.0010229,,,0.5,,,22,0.1,,,discrete_probability,1.0
,,,,,,,,,,,0.38331543035421844,0.13598385760743217,0.16778743838975288,fixed_share,0.0010379,,,1.0,,,22,0.005,,,discrete_probability,1.0
,,,,,,,,,,,0.3608930546003344,0.12700222206359937,0.15714067734718437,fixed_share,0.0010493,,,1.0,,,22,0.01,,,discrete_probability,1.0
,,,,,,,,,,,0.32081304726617943,0.1107948225128078,0.1377611018338469,fixed_share,0.0010143,,,1.0,,,22,0.02,,,discrete_probability,1.0
,,,,,,,,,,,0.2373813452634144,0.07948124147961219,0.09933325098436613,fixed_share,0.0010638,,,1.0,,,22,0.05,,,discrete_probability,1.0
,,,,,,,,,,,0.21819602319380857,0.07485707254930023,0.09372226594549478,fixed_share,0.0010594,,,1.0,,,22,0.1,,,discrete_probability,1.0
,,,,,,,,,,,0.27406390191679464,0.08579545036409944,0.11063063220654104,passive_aggressive,0.0002023,,,,,,22,,1.0e12,0.0001,discrete_probability,1.0
,,,,,,,,,,,0.27297050373711107,0.08547774469584107,0.11022837265143377,passive_aggressive,0.000197,,,,,,22,,1.0e12,0.001,discrete_probability,1.0
,,,,,,,,,,,0.26326616358203486,0.0826719133497256,0.106541710438542,passive_aggressive,0.000197,,,,,,22,,1.0e12,0.01,discrete_probability,1.0
,,,,,,,,,,,0.20867735178399113,0.06900225833371729,0.08678401676572194,passive_aggressive,0.0001681,,,,,,22,,1.0e12,0.1,discrete_probability,1.0
,,,,,,,,,,,0.3747451381726093,0.14221704159636772,0.17355823361202133,passive_aggressive,0.0001633,,,,,,22,,1.0e12,1.0,discrete_probability,1.0
4.980205715679378e6,0.19423010000000002,0,0.0001,cholesky,510,quadratic_stacked_beta,0.1449232,3.893591382482418e-15,0.0493069,5,0.17010878832744303,0.0596855555776367,0.07484322656134272,adaptive_ridge,,,,,,,23,,,,discrete_probability,1.0
4.292137985060643e6,0.1945058,0,0.001,cholesky,510,quadratic_stacked_beta,0.1449232,4.226143856426011e-15,0.0495826,5,0.16902014062030424,0.05930486296226975,0.0744638837118914,adaptive_ridge,,,,,,,23,,,,discrete_probability,1.0
1.81561270894336e6,0.5428919,0,0.01,cholesky,510,quadratic_stacked_beta,0.1449232,3.738958126622227e-15,0.3979687,5,0.16602718107728243,0.0586438713078055,0.07381521810774577,adaptive_ridge,,,,,,,23,,,,discrete_probability,1.0
275880.3042437972,0.1938988,0,0.1,cholesky,510,quadratic_stacked_beta,0.1449232,3.1611364749011378e-15,0.0489756,5,0.20230512559159333,0.07142749947203682,0.0887200680075279,adaptive_ridge,,,,,,,23,,,,discrete_probability,1.0
33376.927242066675,0.1936334,0,1.0,cholesky,510,quadratic_stacked_beta,0.1449232,2.9898984475003516e-15,0.0487102,5,0.3743682957820538,0.1443869418937941,0.17429127236359443,adaptive_ridge,,,,,,,23,,,,discrete_probability,1.0
,0.000116,,0.0001,,,,,,,,0.14744721049401768,0.053025136060239196,0.06603672999250515,static_ridge,,,,,,,23,,,,discrete_probability,1.0
,0.0001081,,0.001,,,,,,,,0.14734624131572807,0.052983169663235366,0.06600285818172336,static_ridge,,,,,,,23,,,,discrete_probability,1.0
,8.96e-5,,0.01,,,,,,,,0.14946572869175043,0.05324528386555292,0.06662503131056571,static_ridge,,,,,,,23,,,,discrete_probability,1.0
,8.99e-5,,0.1,,,,,,,,0.18899554181207925,0.06586170730975495,0.08211948007723752,static_ridge,,,,,,,23,,,,discrete_probability,1.0
,8.72e-5,,1.0,,,,,,,,0.36288758963461665,0.13907266973953453,0.16819517104845552,static_ridge,,,,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.180031785341333,0.0613606964469391,0.07704107083570179,rls,0.0026107,0.9,1.0e-6,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.18003178534133316,0.06136069644693912,0.07704107083570182,rls,0.0024304,0.9,0.0001,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.18003178534133313,0.06136069644693909,0.0770410708357018,rls,0.0026649,0.9,0.01,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.18003178534133302,0.061360696446939096,0.0770410708357018,rls,0.0023966,0.9,0.1,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.16319629546099876,0.05665759914438926,0.07066863781015678,rls,0.006317,0.95,1.0e-6,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.16319629546099873,0.056657599144389253,0.07066863781015675,rls,0.0033346,0.95,0.0001,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.16319629546099867,0.05665759914438927,0.07066863781015678,rls,0.0073811,0.95,0.01,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.16319629546099876,0.056657599144389253,0.07066863781015677,rls,0.0095276,0.95,0.1,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.15401617078944854,0.05484293461664523,0.0680819214663356,rls,0.0100814,0.98,1.0e-6,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.1540161707894486,0.054842934616645245,0.0680819214663356,rls,0.0090948,0.98,0.0001,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.15401617078944851,0.05484293461664524,0.06808192146633561,rls,0.0088384,0.98,0.01,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.1540161707894486,0.05484293461664524,0.06808192146633561,rls,0.0087627,0.98,0.1,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.1495077957484417,0.05403553911791578,0.06730085022409159,rls,0.4327574,0.99,1.0e-6,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.14950779574844172,0.05403553911791578,0.06730085022409159,rls,0.0025663,0.99,0.0001,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.14950779574844053,0.05403553911791551,0.06730085022409114,rls,0.002566,0.99,0.01,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.14950779574843007,0.05403553911791306,0.06730085022408716,rls,0.0025782,0.99,0.1,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.14793156709280667,0.05352114480735413,0.06679138550940598,rls,0.0025956,0.995,1.0e-6,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.14793156709208474,0.05352114480725756,0.06679138550925205,rls,0.0027819,0.995,0.0001,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.14793156701989565,0.053521144797601686,0.06679138549386152,rls,0.003431,0.995,0.01,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.14793156636363064,0.0535211447098209,0.06679138535394806,rls,0.0088152,0.995,0.1,,,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.45917548644818607,0.2116322668099531,0.24003694698741215,hedge,0.0017697,,,0.01,0,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.4591260591735805,0.21164689389417177,0.24005136993012371,hedge,0.0020845,,,0.01,24,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.45916569865386336,0.21164286470693072,0.24004825610461633,hedge,0.0021083,,,0.01,72,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.4591812986489816,0.21164058797245827,0.24004586369203884,hedge,0.002227,,,0.01,168,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.4591736014231341,0.21163299297979324,0.2400384839118126,hedge,0.0022997,,,0.01,336,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.4581547431888125,0.21108256802946893,0.23945727112512002,hedge,0.0020041,,,0.05,0,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.45791362052118023,0.21115539685769322,0.23953182013140523,hedge,0.0021405,,,0.05,24,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.4581073707736553,0.2111348808326576,0.23951405824851948,hedge,0.0023919,,,0.05,72,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.4581841534881093,0.21112417934103825,0.23950169352608922,hedge,0.0021547,,,0.05,168,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.4581457984755325,0.21108628014053235,0.23946517091175334,hedge,0.0020459,,,0.05,336,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.45690137243175366,0.21037769727294825,0.2387215013726436,hedge,0.0020884,,,0.1,0,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.4563992041382929,0.21052790195469073,0.23887645344102187,hedge,0.0020719,,,0.1,24,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.4568246435516093,0.2104816098320713,0.23883559694522183,hedge,0.2235315,,,0.1,72,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.45695332561886537,0.21045997820683235,0.23880990971560567,hedge,0.001072,,,0.1,168,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.45686856591124075,0.21038556132740455,0.23873780879581136,hedge,0.0011641,,,0.1,336,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.45321030390047234,0.20816572207578848,0.23644620598939778,hedge,0.0007391,,,0.25,0,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.4524267591914242,0.20855038573049273,0.23687375147520223,hedge,0.0011398,,,0.25,24,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.4530962696945753,0.2084253360595432,0.2367340512299287,hedge,0.0010215,,,0.25,72,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.45330857233727107,0.20836744153286632,0.23666342230209783,hedge,0.0010068,,,0.25,168,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.45315594685544414,0.20818738406245715,0.23649028710222364,hedge,0.0010039,,,0.25,336,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.4471937938752034,0.20420379108928574,0.23246793379071135,hedge,0.00087,,,0.5,0,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.4472025536589317,0.20501824408091696,0.2334335618354223,hedge,0.0010501,,,0.5,24,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.4474853833795227,0.20473600330816574,0.2330445201194314,hedge,0.0010688,,,0.5,72,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.4473572969494437,0.20460313949354753,0.232886524045398,hedge,0.0010602,,,0.5,168,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.44719627299646025,0.20425590736029872,0.23256391376841407,hedge,0.0010731,,,0.5,336,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.4364437562748444,0.19558094824223746,0.22410483281437504,hedge,0.0008715,,,1.0,0,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.43943964766330695,0.19756368749468367,0.22632795004686915,hedge,0.0010137,,,1.0,24,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.43736360086121906,0.1966850916136794,0.22521632878202044,hedge,0.0010466,,,1.0,72,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.4373269150354348,0.19632877694420442,0.2248607009469561,hedge,0.0010845,,,1.0,168,,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.4368410906974778,0.19572157455444922,0.22430583608888344,hedge,0.0010848,,,1.0,336,,23,,,,discrete_probability,1.0
,,,,,,,,,,,1.3579980697934926,0.45441837637752297,0.5784865806257091,exp3,0.0012031,,,,,0.01,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.9868187105792157,0.2951892354701891,0.3856830894736002,exp3,0.0011416,,,,,0.05,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.934001622642215,0.256644675201207,0.33885606945775304,exp3,0.0011353,,,,,0.1,23,,,,discrete_probability,1.0
,,,,,,,,,,,1.067604229210923,0.2683687369205748,0.36978137210743506,exp3,0.0011165,,,,,0.2,23,,,,discrete_probability,1.0
,,,,,,,,,,,1.146944005829876,0.33274647315399203,0.4494629676997634,exp3,0.0012741,,,,,0.4,23,,,,discrete_probability,1.0
,,,,,,,,,,,0.4389418513191664,0.1968817464919015,0.225188403682923,fixed_share,0.0011362,,,0.01,,,23,0.005,,,discrete_probability,1.0
,,,,,,,,,,,0.45361950154623254,0.20693032292447328,0.23552411082882305,fixed_share,0.0010278,,,0.01,,,23,0.01,,,discrete_probability,1.0
,,,,,,,,,,,0.4581078606938857,0.21056030600417394,0.23915363739740056,fixed_share,0.000966,,,0.01,,,23,0.02,,,discrete_probability,1.0
,,,,,,,,,,,0.459223369164853,0.21167932836699913,0.24018099169726187,fixed_share,0.0009568,,,0.01,,,23,0.05,,,discrete_probability,1.0
,,,,,,,,,,,0.45940814237794114,0.2118012282618457,0.2402580445948491,fixed_share,0.0009863,,,0.01,,,23,0.1,,,discrete_probability,1.0
,,,,,,,,,,,0.3803763932117732,0.16790441707197995,0.19375240709860875,fixed_share,0.000967,,,0.05,,,23,0.005,,,discrete_probability,1.0
,,,,,,,,,,,0.3961557327004672,0.17506315224496216,0.2013465785235407,fixed_share,0.0009276,,,0.05,,,23,0.01,,,discrete_probability,1.0
,,,,,,,,,,,0.43189529198265464,0.19287930936986417,0.22100947390375186,fixed_share,0.0011296,,,0.05,,,23,0.02,,,discrete_probability,1.0
,,,,,,,,,,,0.4534817488697543,0.2075454538383656,0.2361891762480849,fixed_share,0.0010261,,,0.05,,,23,0.05,,,discrete_probability,1.0
,,,,,,,,,,,0.4579329689316912,0.21089628613479222,0.23949314356264376,fixed_share,0.0009886,,,0.05,,,23,0.1,,,discrete_probability,1.0
,,,,,,,,,,,0.4038190736811043,0.17109798452240263,0.2008904825192452,fixed_share,0.0017116,,,0.1,,,23,0.005,,,discrete_probability,1.0
,,,,,,,,,,,0.38100118478876,0.16847385858411287,0.19427781044015047,fixed_share,0.0019528,,,0.1,,,23,0.01,,,discrete_probability,1.0
,,,,,,,,,,,0.39846668551857306,0.17612256280764346,0.202511848996025,fixed_share,0.0019935,,,0.1,,,23,0.02,,,discrete_probability,1.0
