cvar_05,cvar_15,dataset,fit_seconds,lambda,linear_solver,mae,mape,mape_valid_fraction,max_abs_error,mean_error,median_abs_error,method,n,n_parameters,objective_variant,q95_abs_error,rmse,smape,solve_seconds,tau,wape,fit_and_test_seconds,diagnostic_only,oracle_member_index,oracle_standardized_rmse,selected_member_index,sweep,setting,seed
0.5015031460795448,0.4000345186175113,synthetic_gradual,,,,0.16725182990127152,77.42661735388937,1.0,0.7248932338423346,0.011762529122784205,0.13628905889140397,fixed_share,1000,,,0.4162413057053252,0.21050130884694657,42.01583379567875,,,26.140608710313145,0.0013699,,,,,members,3.0,8
0.5672817691168601,0.41971331483694546,synthetic_gradual,,,,0.16498292945899387,71.13950640496452,1.0,1.298675576479036,-0.0032132125055073027,0.13194046789874747,passive_aggressive,1000,,,0.41728871708125387,0.2168768406237315,40.02237879830038,,,25.785991133338072,0.0002683,,,,,members,3.0,8
0.5959448720439491,0.4841304980037508,synthetic_gradual,,,,0.2077225954263039,87.01625954832812,1.0,0.841691036757368,-0.14300765430536574,0.18073915494609383,ensemble_mean,1000,,,0.5090025111312505,0.25824846529275775,49.51822398268598,,,32.465983125775125,,,,,,members,3.0,8
0.9368695967437154,0.7334959220982498,synthetic_gradual,,,,0.30519502849573044,140.22852504034415,1.0,1.4189110711817245,0.07022383309677839,0.25238482853882604,oracle_best_member,1000,,,0.7797940614856453,0.3867430179129474,65.49921115314352,,,47.70042770204158,,true,1,0.3867430179129474,,members,3.0,8
0.985067907486924,0.8329846676278501,synthetic_gradual,,,,0.4069990576503839,228.17584222198212,1.0,1.3174017645132539,0.38524386927672066,0.37710162941627834,validation_best_member,1000,,,0.8594016561521672,0.47683168663296177,81.44003130406863,,,63.61187867292795,,,,,3,members,3.0,8
0.7007647368449241,0.5811386469954417,synthetic_gradual,0.0038707,0.1,cholesky,0.24697582172060598,205.1146863166483,1.0,0.9009070709260703,-0.18267862857749592,0.20473169071303668,adaptive_ridge,1000,48,quadratic,0.614247622255669,0.3074155181052132,59.57098958261842,0.0001904,5,38.765912756489755,,,,,,members,3.0,9
0.7545467160175119,0.6376798022130852,synthetic_gradual,5.34e-5,0.1,,0.2949600954315463,257.3468387422694,1.0,0.9767078984823176,-0.26872832773166105,0.26302990307554874,static_ridge,1000,,,0.6666734512833142,0.35410036869990497,69.25251133229168,,,46.29763855621665,,,,,,members,3.0,9
0.6555120593390907,0.49213308954029295,synthetic_gradual,,,,0.18568946937936662,68.78596840920255,1.0,1.0689335722696867,-0.04364218055322828,0.1460123939957395,rls,1000,,,0.5313056844530413,0.24583267651281546,47.47804254228032,,,29.14626103725527,0.001338,,,,,members,3.0,9
0.800924715080331,0.6640105392775691,synthetic_gradual,,,,0.2951143718778448,247.6922192522182,1.0,0.9749150707137677,-0.2531146407908418,0.265147598251431,hedge,1000,,,0.6904457184274446,0.3615860130906736,62.095111453171924,,,46.32185415439109,0.0008889,,,,,members,3.0,9
0.9908073747658398,0.7868019910778011,synthetic_gradual,,,,0.3295964684710523,194.57112008103928,1.0,1.7337208652528466,-0.13798159646402114,0.28117325919857494,exp3,1000,,,0.8255147879521001,0.4143949278530151,66.89572594577115,,,51.73424609980721,0.0009248,,,,,members,3.0,9
0.7439203529492062,0.6189374242404635,synthetic_gradual,,,,0.26349197994732265,182.9508290516626,1.0,1.063850328751272,-0.18943274017609416,0.22613180029779503,fixed_share,1000,,,0.6549448682156813,0.328206221460252,56.02430778721503,,,41.35832825865816,0.0012554,,,,,members,3.0,9
1.1863649332364878,0.7939419421393166,synthetic_gradual,,,,0.2573457615866015,103.12379765793773,1.0,2.4736925049723006,-0.0037903913083592038,0.16532007596889314,passive_aggressive,1000,,,0.7947479410088771,0.38575188221116785,52.77501008350611,,,40.39360319733783,0.0002498,,,,,members,3.0,9
0.8890784468463704,0.7567634771068011,synthetic_gradual,,,,0.3702610588391636,345.88182726160824,1.0,1.1604080831249006,-0.3527839744490837,0.35540954980334716,ensemble_mean,1000,,,0.7781490212611356,0.4351239205624177,73.52730773163553,,,58.117056981885845,,,,,,members,3.0,9
0.9169393312589449,0.7394303287717588,synthetic_gradual,,,,0.31496946370500645,180.6273620520255,1.0,1.4043712081415247,-0.12232529938765091,0.26937246333606474,oracle_best_member,1000,,,0.7880571173615407,0.3923503134172092,65.12223269226573,,,49.43835662083322,,true,3,0.3923503134172092,,members,3.0,9
0.9169393312589449,0.7394303287717588,synthetic_gradual,,,,0.31496946370500645,180.6273620520255,1.0,1.4043712081415247,-0.12232529938765091,0.26937246333606474,validation_best_member,1000,,,0.7880571173615407,0.3923503134172092,65.12223269226573,,,49.43835662083322,,,,,3,members,3.0,9
