condition_number,fit_seconds,iterations,lambda,linear_solver,n_parameters,objective_variant,preparation_seconds,residual_norm,solve_seconds,tau,validation_cvar_05,validation_mae,validation_rmse,method,converged,convergence_reason,exact_fallback_used,relative_change,relative_objective_change,stationarity_residual,fit_and_validation_seconds,window,forgetting,ridge,eta,gamma,seed,share,C,epsilon,variance_forgetting,epochs,hidden,learning_rate,weight_decay,max_depth,min_leaf,n_trees
,,,,,,,,,,,0.9800511189231473,0.2520878826567911,0.35184082452563975,dma,,,,,,,0.0017107,,0.95,,,,,,,,0.9,,,,,,,
,,,,,,,,,,,0.9830209026400532,0.25309477097672156,0.35257662696529635,dma,,,,,,,0.0017209,,0.95,,,,,,,,0.95,,,,,,,
,,,,,,,,,,,0.9897950338783196,0.25363936307988605,0.3536698790151481,dma,,,,,,,0.0016755,,0.95,,,,,,,,0.98,,,,,,,
,,,,,,,,,,,0.9918037060989099,0.2538086268125693,0.35412846075940235,dma,,,,,,,0.001686,,0.95,,,,,,,,0.995,,,,,,,
,,,,,,,,,,,0.9981131144445434,0.24853677867292484,0.35321454017543763,dma,,,,,,,0.001673,,0.98,,,,,,,,0.9,,,,,,,
,,,,,,,,,,,0.9971108396199274,0.2484075309199512,0.35273285695785983,dma,,,,,,,0.0016749,,0.98,,,,,,,,0.95,,,,,,,
,,,,,,,,,,,0.9860531974865339,0.2510214089128282,0.3513062004200947,dma,,,,,,,0.0017402,,0.98,,,,,,,,0.98,,,,,,,
,,,,,,,,,,,1.0319843758074863,0.25424194635122876,0.3610706108984836,dma,,,,,,,0.0017296,,0.98,,,,,,,,0.995,,,,,,,
,,,,,,,,,,,0.9979781661713146,0.24789506155449625,0.3533144167967423,dma,,,,,,,0.0017115,,0.99,,,,,,,,0.9,,,,,,,
,,,,,,,,,,,0.994874180765045,0.24760098889188054,0.3522330504067228,dma,,,,,,,0.0016506,,0.99,,,,,,,,0.95,,,,,,,
,,,,,,,,,,,0.9912974634318277,0.24768413870747993,0.35165993067228635,dma,,,,,,,0.0016433,,0.99,,,,,,,,0.98,,,,,,,
,,,,,,,,,,,0.9810469537982291,0.24865527027627907,0.3514346629572046,dma,,,,,,,0.0016503,,0.99,,,,,,,,0.995,,,,,,,
,,,,,,,,,,,0.9932049823156197,0.24796590826563591,0.354004560771532,dma,,,,,,,0.0018084,,0.995,,,,,,,,0.9,,,,,,,
,,,,,,,,,,,0.9932162705812803,0.24786295350910653,0.3539000806972026,dma,,,,,,,0.0017035,,0.995,,,,,,,,0.95,,,,,,,
,,,,,,,,,,,0.9889196544785116,0.24761111376805925,0.35210844382197537,dma,,,,,,,0.001635,,0.995,,,,,,,,0.98,,,,,,,
,,,,,,,,,,,0.9852000712049647,0.248200985028788,0.35201345573207743,dma,,,,,,,0.001634,,0.995,,,,,,,,0.995,,,,,,,
,1.4237581,,,,,,,,,1,0.943207459395598,0.2461427847598898,0.34297113550869057,neural_gate,,,,,,,,,,,,,,,,,,250,8,0.001,0.0,,,
,1.4175064,,,,,,,,,1,0.9473054525203952,0.24832304854960568,0.3448469591403863,neural_gate,,,,,,,,,,,,,,,,,,250,8,0.001,0.0001,,,
,1.4330808,,,,,,,,,1,0.9798347760993319,0.2553099686168115,0.3543292877030288,neural_gate,,,,,,,,,,,,,,,,,,250,8,0.003,0.0,,,
,1.4316598,,,,,,,,,1,0.9501388423007079,0.25097821297757444,0.34701241724019016,neural_gate,,,,,,,,,,,,,,,,,,250,8,0.003,0.0001,,,
,1.9294737,,,,,,,,,1,0.9492967617828876,0.24740179962865302,0.34447102543358876,neural_gate,,,,,,,,,,,,,,,,,,250,16,0.001,0.0,,,
,1.9277157,,,,,,,,,1,0.9471665440464302,0.2477868295674706,0.34459212185594806,neural_gate,,,,,,,,,,,,,,,,,,250,16,0.001,0.0001,,,
,1.9728056,,,,,,,,,1,0.9727159805677928,0.2516821375719551,0.3502070196059153,neural_gate,,,,,,,,,,,,,,,,,,250,16,0.003,0.0,,,
,1.932198,,,,,,,,,1,0.9507018487433638,0.2496340705375996,0.3461242704244037,neural_gate,,,,,,,,,,,,,,,,,,250,16,0.003,0.0001,,,
,2.5156093,,,,,,,,,3,0.9558552092839041,0.2459619798267695,0.34391268716962176,neural_gate,,,,,,,,,,,,,,,,,,250,8,0.001,0.0,,,
,1.7648551,,,,,,,,,3,0.9504117413739133,0.24616375167159577,0.34351129718436313,neural_gate,,,,,,,,,,,,,,,,,,250,8,0.001,0.0001,,,
,1.8916616,,,,,,,,,3,0.963916660824621,0.24647998189472173,0.3454249296181279,neural_gate,,,,,,,,,,,,,,,,,,250,8,0.003,0.0,,,
,1.9192123,,,,,,,,,3,0.9709804876807029,0.25145809974582795,0.349703253660841,neural_gate,,,,,,,,,,,,,,,,,,250,8,0.003,0.0001,,,
,3.0693545,,,,,,,,,3,0.9544115421367017,0.24656187921737016,0.344015888332222,neural_gate,,,,,,,,,,,,,,,,,,250,16,0.001,0.0,,,
,3.0793859,,,,,,,,,3,0.9468757605628066,0.2463219119381861,0.3434251213020868,neural_gate,,,,,,,,,,,,,,,,,,250,16,0.001,0.0001,,,
,3.0616343,,,,,,,,,3,0.9655930002897837,0.24802613733472226,0.3472242031029929,neural_gate,,,,,,,,,,,,,,,,,,250,16,0.003,0.0,,,
,3.1572031,,,,,,,,,3,0.9706338654384119,0.25182313617412105,0.34995317011467336,neural_gate,,,,,,,,,,,,,,,,,,250,16,0.003,0.0001,,,
,2.4286105,,,,,,,,,5,0.9555838674282842,0.25025673893235234,0.34755053322726304,neural_gate,,,,,,,,,,,,,,,,,,250,8,0.001,0.0,,,
,2.3161731,,,,,,,,,5,0.9641075144825719,0.2520810260297072,0.3497004054438796,neural_gate,,,,,,,,,,,,,,,,,,250,8,0.001,0.0001,,,
,2.2722815,,,,,,,,,5,0.9874497569469463,0.25489895129407847,0.35553809567138783,neural_gate,,,,,,,,,,,,,,,,,,250,8,0.003,0.0,,,
,2.4357493,,,,,,,,,5,0.9784269339796487,0.25616990319313643,0.35548605458385313,neural_gate,,,,,,,,,,,,,,,,,,250,8,0.003,0.0001,,,
,3.9163393,,,,,,,,,5,0.9655654602080009,0.2523402931085229,0.3501676386226527,neural_gate,,,,,,,,,,,,,,,,,,250,16,0.001,0.0,,,
,3.9441265,,,,,,,,,5,0.9638297820319862,0.25412013860505184,0.35160665263854857,neural_gate,,,,,,,,,,,,,,,,,,250,16,0.001,0.0001,,,
,4.0846532,,,,,,,,,5,0.9912502744202321,0.254262628625897,0.3549960418523035,neural_gate,,,,,,,,,,,,,,,,,,250,16,0.003,0.0,,,
,3.8752722,,,,,,,,,5,0.990916555277879,0.26574523809020495,0.3648023708587574,neural_gate,,,,,,,,,,,,,,,,,,250,16,0.003,0.0001,,,
,2.3343651,,,,,,,,,1,1.0271527056403935,0.27075425848960083,0.3684491635630022,boosted_meta,,,,,,,,,,,,,,,,,,,,0.05,,1,20,100
,2.277939,,,,,,,,,1,1.0271527056403935,0.27075425848960083,0.3684491635630022,boosted_meta,,,,,,,,,,,,,,,,,,,,0.05,,1,50,100
,4.5814515,,,,,,,,,1,0.9656583597217124,0.2542495737429438,0.34504738807233,boosted_meta,,,,,,,,,,,,,,,,,,,,0.05,,2,20,100
,4.2587053,,,,,,,,,1,0.9673157545498995,0.253626403865229,0.3446663272527071,boosted_meta,,,,,,,,,,,,,,,,,,,,0.05,,2,50,100
,7.5047854,,,,,,,,,5,1.0187417078715153,0.2715509169557617,0.3681118003274672,boosted_meta,,,,,,,,,,,,,,,,,,,,0.05,,1,20,100
,7.9234534,,,,,,,,,5,1.0187417078715153,0.2715509169557617,0.3681118003274672,boosted_meta,,,,,,,,,,,,,,,,,,,,0.05,,1,50,100
,14.2763189,,,,,,,,,5,0.9587174823799017,0.254235927177305,0.3445504620737334,boosted_meta,,,,,,,,,,,,,,,,,,,,0.05,,2,20,100
,14.2886409,,,,,,,,,5,0.9601002156818782,0.25382226985107526,0.3443893415082867,boosted_meta,,,,,,,,,,,,,,,,,,,,0.05,,2,50,100
