condition_number,fit_seconds,iterations,lambda,linear_solver,n_parameters,objective_variant,preparation_seconds,residual_norm,solve_seconds,tau,validation_cvar_05,validation_mae,validation_rmse,method,converged,convergence_reason,exact_fallback_used,relative_change,relative_objective_change,stationarity_residual,fit_and_validation_seconds,window,forgetting,ridge,eta,gamma,seed,share,C,epsilon,variance_forgetting,epochs,hidden,learning_rate,weight_decay,max_depth,min_leaf,n_trees
,0.0064700999999999995,2,0.0,irls+cholesky,78,norm_plus_norm_irls,0.0047921,,0.000771,2,0.9658260369460949,0.2585948089874161,0.352526570663801,adaptive_robust_norm,true,iterate_objective_and_strict_stationarity,false,0.0,0.0,1.1623426359431199e-15,,,,,,,,,,,,,,,,,,
,0.0067516,2,1.0e-6,irls+cholesky,78,norm_plus_norm_irls,0.0047921,,0.0009662,2,0.9658264197339435,0.2585950381973994,0.35252681171415123,adaptive_robust_norm,true,strict_smoothed_stationarity,false,3.8648680124127604e-8,4.918667149036363e-16,5.114039732011243e-15,,,,,,,,,,,,,,,,,,
,0.007424399999999999,2,0.0001,irls+cholesky,78,norm_plus_norm_irls,0.0047921,,0.0012912000000000002,2,0.9658641764490373,0.25861771371065234,0.3525507377012204,adaptive_robust_norm,true,strict_smoothed_stationarity,false,3.5002553892609196e-5,6.905495799399347e-11,4.416431227294202e-10,,,,,,,,,,,,,,,,,,
,0.0082727,3,0.001,irls+cholesky,78,norm_plus_norm_irls,0.0047921,,0.0015257,2,0.9662527893082724,0.2588264894955282,0.35277370052927964,adaptive_robust_norm,true,strict_smoothed_stationarity,false,5.760147588103443e-5,1.9498120609298804e-10,7.358171413956719e-9,,,,,,,,,,,,,,,,,,
,0.015549299999999999,6,0.01,irls+cholesky,78,norm_plus_norm_irls,0.0047921,,0.0078776,2,0.9702679650966737,0.2614280246626301,0.35545171295607314,adaptive_robust_norm,true,objective_and_practical_stationarity,false,5.016448043091741e-5,1.93380477941915e-10,6.96425014636029e-8,,,,,,,,,,,,,,,,,,
,0.0127543,8,0.1,irls+cholesky,78,norm_plus_norm_irls,0.0047921,,0.0036351000000000005,2,1.000242280682519,0.2838590896008421,0.37837042072151883,adaptive_robust_norm,true,objective_and_practical_stationarity,false,9.521828592105503e-6,4.8939234044160024e-12,6.907596145573039e-8,,,,,,,,,,,,,,,,,,
,0.0320541,19,1.0,irls+cholesky,78,norm_plus_norm_irls,0.0047921,,0.0097057,2,1.0092264184573598,0.2952979607048192,0.38985380638425765,adaptive_robust_norm,true,objective_and_practical_stationarity,false,8.54213477637489e-8,1.6610712693180268e-14,4.070460866951375e-8,,,,,,,,,,,,,,,,,,
,0.171201,131,2.0,irls+cholesky,78,norm_plus_norm_irls,0.0047921,,0.058335099999999966,2,1.4774434787907023,0.45144461963106103,0.591078489990817,adaptive_robust_norm,true,objective_and_practical_stationarity,false,1.5702781219565404e-8,2.6570448372766958e-15,9.343230771254108e-8,,,,,,,,,,,,,,,,,,
,0.0249488,2,0.0,irls+cholesky,114,norm_plus_norm_irls,0.0203851,,0.0032597,3,0.9675558139543495,0.25923843432841687,0.35316699165834514,adaptive_robust_norm,true,iterate_objective_and_strict_stationarity,false,0.0,0.0,1.4764281646832993e-15,,,,,,,,,,,,,,,,,,
,0.0250793,2,1.0e-6,irls+cholesky,114,norm_plus_norm_irls,0.0203851,,0.0029302,3,0.9675558556897154,0.25923864609767816,0.3531671758724927,adaptive_robust_norm,true,strict_smoothed_stationarity,false,3.604575097118405e-8,8.301429490721433e-16,4.8791314644617655e-15,,,,,,,,,,,,,,,,,,
